Company Name,Country,Sector,Subsector,Overall ESG RATING,Overall ESG SCORE,Environmental SCORE,Social SCORE,Governance SCORE
Galaxy Entertainment Group Limited,HK,Casinos & Gaming,Casinos & Gaming,BBB,5.3,6,5.4,3.8
Galenica AG,CH,Health Care Providers & Services,Health Care Distributors,A,7,10,4.3,6.9
"Galp Energia, SGPS, SA",PT,Integrated Oil & Gas,Integrated Oil & Gas,AAA,10,7.6,9.1,7.3
Games Workshop Group PLC,GB,Leisure Products,Leisure Products,A,6.5,1.1,6.1,5.9
"Gaming and Leisure Properties, Inc",US,Real Estate Management & Services,Specialized REITs,B,2.4,4.3,2.2,4.6
Gamma Communications PLC,GB,Telecommunication Services,Alternative Carriers,AA,7.6,9.3,5.3,6.9
Gan Ltd,US,Software & Services,Casinos & Gaming,BB,2.9,3.8,2.9,3.7
"Gansu Provincial Highway Aviation Tourism Investment Group Co, Ltd",CN,Trading Companies & Distributors,,B,2.6,3.5,4.1,3.8
"Gansu-Highway Traffic Construction Group Co,Ltd",CN,Trading Companies & Distributors,,B,2.6,3.5,4.1,3.8
Garfunkelux Holdco 2 SA,LU,Diversified Financials,,BBB,5.4,6.4,5.9,3.9
Garfunkelux Holdco 3 SA,LU,Diversified Financials,,BBB,5.4,6.4,5.9,3.9
Garmin Ltd,CH,Household Durables,Consumer Electronics,BBB,4.5,0,5.2,4.9
Garo AB,SE,Electrical Equipment,Electrical Components & Equipment,AA,8.5,4.3,8.2,7.6
Gas Natural de Lima y Callao SA,PE,Utilities,Gas Utilities,A,6.5,9.5,7.1,5.4
Gases de Occidente SA ESP,CO,Utilities,Gas Utilities,AA,8.1,7.8,7.7,5.8
Gateley Holdings PLC,GB,Professional Services,Research & Consulting Services,BB,3.3,6.9,3.9,7
Gatos Silver Inc,US,Metals and Mining - Precious Metals,Silver,B,1.6,1.1,2.9,5.5
Gaz Capital SA,LU,Integrated Oil & Gas,Integrated Oil & Gas,B,2.85,6.1,6.2,0
"Ge Money Bank, SA, Institucion de Banca Multiple, Ge Capital Grupo Financiero",MX,Industrial Conglomerates,Industrial Conglomerates,BB,3.3,6,1,3.6
Geberit AG,CH,Building Products,Building Products,AA,8.4,6.7,4.8,6.4
"GemVax & KAEL Co,Ltd",KR,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,CCC,0,5.3,3,0
Gemdale Corporation,CN,Real Estate Development & Diversified Activities,Real Estate Development,BB,3.2,4.7,1.6,4.5
Gemdale Ever Prosperity Investment Limited,HK,Real Estate Development & Diversified Activities,Real Estate Development,BB,3.2,4.7,1.6,4.5
"GeneOne Life Science, Inc",KR,Biotechnology,Biotechnology,CCC,0.7,4.6,4.2,2.4
Generacion Mediterranea SA,AR,Utilities,,BB,3.5,3.3,3.4,7.1
"General Motors Financial of Canada, Ltd",CA,Consumer Finance,Automobile Manufacturers,BB,3.7,5.8,1.8,5.3
Generation Bio Co,US,Biotechnology,Biotechnology,BB,3.4,6.5,4.2,4.9
Genesis Energy Limited,NZ,Utilities,Electric Utilities,A,5.8,5.5,5.3,6.4
"Genexine, Inc",KR,Biotechnology,Biotechnology,CCC,0,4,3.9,2.2
"Genky DrugStores Co, Ltd",JP,Retail - Food & Staples,Drug Retail,BBB,5.4,0.2,5.2,4.4
"Genomma Lab Internacional, SAB de CV",MX,Pharmaceuticals,Pharmaceuticals,BB,4.2,2.5,4,4.4
Genossenschaft Emissionszentrale fuer gemeinnuetzige Wohnbautraeger EGW,CH,Diversified Financials,,A,6.2,6.7,3,6.3
Genscript Biotech Corp,CN,Health Care Equipment & Supplies,Life Sciences Tools & Services,BBB,5,9.2,5.4,4.9
"Gentera, SAB de CV",MX,Consumer Finance,Consumer Finance,AA,8.3,7.7,4.7,4.7
Genworth Mortgage Insurance Australia Ltd,AU,Banks,Thrifts & Mortgage Finance,A,6.2,5,3.5,8.2
Georg Fischer AG,CH,Industrial Machinery,Industrial Machinery,AA,7.7,4.9,6.2,6.8
Georg Fischer Finanz AG,CH,Industrial Machinery,Industrial Machinery,AA,7.7,4.9,6.2,6.8
Gerdau Trade Inc,VG,Steel,Steel,BB,3.9,3.5,4.4,3.2
Gerresheimer AG,DE,Health Care Equipment & Supplies,Life Sciences Tools & Services,AA,8.2,8.9,7.8,6.1
"Gestamp Automocion, SA",ES,Auto Components,Auto Parts & Equipment,B,1.7,2.8,3.8,3.8
Getinge AB,SE,Health Care Equipment & Supplies,Health Care Equipment,BBB,5.5,10,5.6,4.7
Getronics BV,NL,Telecommunication Services,Integrated Telecommunication Services,AAA,9.8,10,7.1,6.8
Giant Network Group Co Ltd,CN,Media & Entertainment,Interactive Home Entertainment,B,2.7,6.9,3.3,3.6
